,Body,Label
2447,"I like this part - sounds like httpd on the client...http://www.openp2p.com/pub/a/p2p/2001/04/27/xdegrees.html""Once the Client Component is installed, a server can order a program to run
on the client. Any CGI script, Java servlet, ASP component, etc. could be
run on the client. This is like breaking the Web server into two parts.
Originally, Web servers just understood HTTP and sent pages. Then the field
started demanding more from the Web and the servers got loaded down with CGI
and mod_perl and active pages and stuff. So now the Web server can choose to
go back to simple serving and (where the application is appropriate) let the
client do the other razzamatazz. This is superior to JavaScript in one
important detail: the program doesn't have to reload when a new page is
loaded, as JavaScript functions do.And because XDegrees uses Web-compatible technology, users can access
XDegrees resources without installing any software, simply by using their
browser.""===
""Scaling is the main question that comes to mind when somebody describes a
new naming and searching system. CEO Michael Tanne claims to have figured
out mathematically that the system can scale up to millions of users and
billions of resources. Scaling is facilitated by the careful location of
servers (XDegrees will colocate servers at key routing points, as Akamai
does), and by directing clients to the nearest server as their default
""home"" server. Enterprise customers can use own servers to manage in-house
applications.""""Files can be cached on multiple systems randomly scattered around the
Internet, as with Napster or Freenet. In fact, the caching in XDegrees is
more sophisticated than it is on those systems: users with high bandwidth
connections can download portions, or ""stripes,"" of a file from several
cached locations simultaneously. The XDegrees software then reassembles
these stripes into the whole file and uses digital signatures to verify that
the downloaded file is the same as the original. A key component of this
digital signature is a digest of the file, which is stored as an HTTP header
for the file.""
",0
1119,"If your home is served by a septic system, you will be
able to receive invaluable information on how to
eliminate pump outs, maintain the system properly for FREE !!!Our packetge will cure problems such as backups, wet spots, odor, etc.You can start this FREE trial by checking out our SPC program at:   http://www.abc-holdings.info/spc/Please takes a mintuet to fill out the form, and we will send out your free trail packetage. ",1
2075,"The Electronic Telegraph Emigrate to Russia? That's a steppe too far
 (Filed: 28/08/2002) 
 
 
 So you think you've got it bad: fed up with Folkestone, bored with Birmingham
 or sick of Sheffield.
 
 Those 54 per cent of Britons - according to a Daily Telegraph/YouGov survey
 this week - who dream of a stress-free life in sunnier climes should perhaps
 heed a word of friendly advice on the realities of living abroad.
 
 Kommersant, a Russian daily newspaper, yesterday offered those dissatisfied
 with life in Blair's Britain a taste of what to expect should they choose to
 emigrate to provincial Russia.
 
 After reading about the gripes of affluent Britons, its tongue-in-cheek
 article admitted, however, that the grass was not always greener on the other
 side.
 
 ""The inhabitants of foggy Albion keen to travel could go to any Russian city
 deep in the provinces where things are quiet,"" said Kommersant.
 
 ""In any central Russian district, life, by British standards, is unseemingly
 cheap and remarkably laid back. By 11am most of the working population are
 becoming 'traditionally' relaxed.""
 
 The time for elevenses in Britain - perhaps the opportunity for a quiet cup of
 tea and a chocolate Hobnob - is known in Russia as the Wolf Hour.
 
 It was so named in Soviet times because at 11am a wolf appeared from the
 famous animal clock at the Obrasov Puppet Theatre in Moscow. It is also
 opening time in the nation's vodka shops.
 
 And the vodka, like all other spirits, is cheap. Kommersant pointed out that
 ""the money a Briton can earn from selling even the most shabby house would be
 enough to support them at the local standard of living for the rest of their
 life.
 
 ""The local shops are full of all they would need and they could buy a bottle
 of whisky for kopecks.""
 
 There are 100 kopecks in a ruble and the ruble is currently worth about a
 halfpenny in sterling.
 
 The whisky is cheap, however, because it is unlike anything the average Briton
 will have consumed before. It is made of samagon - home-distilled, moonshine
 vodka - coloured with tea, and is a popular beverage in rural areas and among
 diehard alcoholics.
 
 While alcohol is plentiful and cheap, food may not be so easy to come by. The
 newspaper pointed out that traditional British foodstuffs - it selected oxtail
 soup as an example - were in short supply. However, the wealth of the British
 settler should overcome the difficulty.
 
 ""For a modest reward in most Russian villages, the locals would happily cut
 off the tails from the entire collective farm's herd of cattle.""
 
 One or two potential emigr̩s might be deterred by language difficulties. There
 are few English speakers to be found among the green hills of Tula on the
 Mongolian border.
 
 However, Kommersant pointed out, language difficulties were not considered a
 deterrent by the 13 per cent of Britons who nominated France as the country in
 which they would like to live.
 
 France, the Russian paper claimed, was a country ""where English is only known
 by the beggars, Belorussian prostitutes and Russian tourists"".
 
 Despite the low cost of living and the easy-going lifestyle, the Russian
 weather remains a major stumbling block for Britons.
 
 Even in the most temperate regions, winter temperatures of -20C are common.
 And somewhere like the Sakha Republic - east of Siberia and the coldest place
 in the world - enjoys just one month of summer and endures winter temperatures
 that drop below -70C. Houses are built on concrete stilts because the
 permafrost makes digging foundations impossible.
 
 Again, the Russian paper had a word of reassurance. While acknowledging the
 climatic problems, it said that ""thanks to global warming this difficulty will
 solve itself"".
 
 Kommersant also had an answer to the labour crisis that would be created in
 Britain if 54 per cent of its citizens decided to opt for a life in Russia.
 
 ""Thirty-three million Russians could be sent to Britain to replace the 33
 million who leave. We think that the required number could probably be found
 amongst our citizens.""
 
 Unfortunately for those 33 million Russians, however, not one of those Britons
 surveyed who wanted to move abroad nominated the Russian steppes as their
 preferred new home.
------------------------ Yahoo! Groups Sponsor ---------------------~-->
4 DVDs Free +s&p Join Now
http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ ",0
3253,empty,0
6020,"My gut reaction would be to tell them to go and shite, but this might not help to solve the problem. People who do horsey gigs get insurance because they can prove that they are 'expert'. They can then get a quote. What about finding out what they are prepared to insure, and then tell them that you are pulling in your horns and will do what you are insured to do, and make sure no one chops up any one else.
Best of luck
Iain
-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",0
4421,"Lacking in a  _____
	     / ___ \
	    / /   \_\
	  _| |__
	 |_   __| 
	  _| |__
	 |_   __|
	   | |     __
	    \ \___/ /
	     \_____/  symbol on stupid solaris, I decided to fall back on good
ole' slang (and being in Limerick, used the local).  Besides, the quid is
no more :(But floppy discs are still quite cheep, aren't they?Paul, way to busy to be doing this.Sure wasn't it Niall Brady  
sometime around Wed, 21 Aug 2002 16:01:39 +0100 said:> On Wed, 21 Aug 2002 15:47:32 BST, Paul Askins said:
> >
> >Option 2, buy a floppy drive, they're only about 15 or 20 yoyos.
> 							   ^^^^^
>   ___  _   _ ___ ____  
>  / _ \| | | |_ _|  _ \ 
> | | | | | | || || | | |
> | |_| | |_| || || |_| |
>  \__\_\\___/|___|____/ 
> 
> [or at worst, squid :-)]
>                        
> -- 
> 	Niall
>-- 
Paul Askins <:)
Email:  Paul Askins The truth of a proposition has nothing to do with its credibility.  And
vice versa.-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie",0
627,"
Expand your business! Make it easy for your customers
to pay using Visa, Master Card, Discover, American
Express, Debit Card and Checks via Phone/Fax/Internet.
How? Through a business Merchant Account!By providing multiple methods of acceptable payment
you automatically help ensure that it will be easier
for them to pay you and build up trust. People DON'T
want to send cash or checks via mail, because it is
dangerous and gives them absolutely no guarantees
whatsoever.So make it easier for your customers and setup a
Merchant Account for your business. There are NO setup
fees, and the monthly costs are very low. To obtain
more information, please reply to this email with 
your name, phone number with area code, and a good
time to call. You will be contacted within 10
business days by one of our staff. Thank you for
your time.
To be removed from our contact list, send us an
email with the subject ""Remove""  and you will be
automatically taken off our list. If removal does
not work, reply with your email address in the Body
of the email
",1
1040,empty,1
4869,"Thanks lads,I didn't mean to criticise/give offence or anything (someone mailed me off
list who seemed to think I did) but I was just wondering ""if anything could
be done"" about those messages.
Maybe it was a stupid question, seeing as I know virtually nothing about
mailman, listservs, or server side spam filtering, but thanks for answering
intelligently!CiaranWaider elucidated:> Martin Feeney wrote:
> | On Tue, 20 Aug 2002 10:14:59 Ciaran Mac Lochlainn wrote:
> |
> |> is it really necessary to send these to the list?
> |
> |
> | What's happening is that the scumbag spammers are forging the from
> | address to be ilug@linux.ie as well, so the notification to them that
> | their email is being reviewed gets sent back to the from address:
> | ilug@linux.ie
> |
> | Martin.
> |
>
> Not to belabour the point, but noone can legitimately send mail to ilug
> from ilug@linux.ie, so Mailman should be catching this and stopping it.
> Not sending confirms or whatever, just dropping the mail on the floor.
>
> Cheers,
> Waider.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
1510,empty,1
4813,"Hi,
This is driving me nuts. I'm trying to run a once off mirror of a
website using wget. It's ignoring images and not recursing links (even
though I've specified the --mirror flag).wget --mirror https://username:password@foobar.com/a/b/a/index.htmlAny ideas or alternative tools?ct-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",0
